iter	MultiClass
203	0.3195504743
204	0.3189164476
205	0.317768439
206	0.317143784
207	0.316149297
208	0.3146594987
209	0.3135763228
210	0.312001958
211	0.3106123544
212	0.3101205308
213	0.3086728088
214	0.3076172142
215	0.3066742249
216	0.3053913695
217	0.3042568165
218	0.3033880141
219	0.3025750143
220	0.3013071759
221	0.3007278595
222	0.299738224
223	0.2988722947
224	0.2980888789
225	0.2972967567
226	0.2965328201
227	0.2955174666
228	0.293974816
229	0.2932551425
230	0.2926446047
231	0.2921634713
232	0.2914617639
233	0.290644405
234	0.2902667576
235	0.2894042502
236	0.288797218
237	0.2876850806
238	0.2868497787
239	0.2859952377
240	0.2846074236
241	0.2842750601
242	0.2839784391
243	0.2834911462
244	0.2827387946
245	0.2821293314
246	0.281498119
247	0.2810452117
248	0.28020082
249	0.2794925886
250	0.2785139901
251	0.2778594303
252	0.2772578562
253	0.2769018467
254	0.276328238
255	0.2755261593
256	0.2745842776
257	0.2744459047
258	0.2735587611
259	0.2731983653
260	0.2726251522
261	0.272001951
262	0.2711980964
263	0.27079811
264	0.2701200943
265	0.2694336208
266	0.2689757668
267	0.2679805902
268	0.2670880391
269	0.2659271671
270	0.2653664747
271	0.2648981936
272	0.264191468
273	0.2632445038
274	0.2627079249
275	0.2619378343
276	0.2613189605
277	0.2609768436
278	0.2600811378
279	0.2593704479
280	0.2589195756
281	0.2579694294
282	0.2570018866
283	0.2563044283
284	0.2554092794
285	0.2548315861
286	0.2539093356
287	0.253584218
288	0.2528846764
289	0.2520498538
290	0.2515168156
291	0.2511686156
292	0.250349905
293	0.2499414732
294	0.2493174956
295	0.2487394352
296	0.2479614279
297	0.2476995156
298	0.2470152551
299	0.2466491772
300	0.2459984876
301	0.2451168324
302	0.2443108296
303	0.2438052128
304	0.2430777169
305	0.2426174056
306	0.2420749233
307	0.2415441331
308	0.2408672
309	0.2402024482
310	0.2396496572
311	0.2392917454
312	0.23872503
313	0.238218274
314	0.2377185186
315	0.2369681225
316	0.2364468901
317	0.2359717399
318	0.2354371563
319	0.2348704696
320	0.2342924609
321	0.2337829014
322	0.2331991851
323	0.2327685986
324	0.2321166425
325	0.2315086132
326	0.2308643034
327	0.2302750886
328	0.2296801
329	0.2291012386
330	0.2286240996
331	0.2283559702
332	0.228082942
333	0.2273897705
334	0.2265897976
335	0.2261047165
336	0.2254288446
337	0.2251310087
338	0.2247488519
339	0.2244465014
340	0.2239977514
341	0.2235493771
342	0.2232594965
343	0.2225963791
344	0.2220251205
345	0.2216011312
346	0.2209847035
347	0.2204915604
348	0.2201644057
349	0.2197845088
350	0.2194457705
351	0.2189847451
352	0.2187858584
353	0.21838609
354	0.2176459026
355	0.2168502769
356	0.2163835788
357	0.2159653483
358	0.2153826922
359	0.2150629194
360	0.2147206736
361	0.2140870227
362	0.2137511832
363	0.2133510618
364	0.2129988995
365	0.2126157616
366	0.2119894495
367	0.2116909787
368	0.2113022117
369	0.2110613863
370	0.2106116058
371	0.2102728414
372	0.2096033209
373	0.2090475039
374	0.2085515083
375	0.2079997873
376	0.2074872417
377	0.2070626297
378	0.2065438513
379	0.2061582797
380	0.2056288968
381	0.205402478
382	0.2051964182
383	0.2048342656
384	0.2045232862
385	0.2042107958
386	0.2038138853
387	0.203328777
388	0.2030364258
389	0.2026104012
390	0.2021274712
391	0.2016297573
392	0.2014555594
393	0.2010369983
394	0.2006616872
395	0.2004026197
396	0.1999741431
397	0.1996881403
398	0.1993285652
399	0.1988423971
400	0.1984897605
401	0.1981526953
402	0.1979342214
403	0.1975583279
404	0.1971568025
405	0.1969164987
406	0.1967482041
407	0.1964140138
408	0.1961119498
409	0.1957854711
410	0.1955009729
411	0.1949623436
412	0.194356396
413	0.194123123
414	0.1937990697
415	0.1934033151
416	0.1931330231
417	0.192861664
418	0.1925507552
419	0.1923125213
420	0.1920919169
421	0.1918546224
422	0.1915354313
423	0.1913494887
424	0.1909290579
425	0.1904241198
426	0.1901782646
427	0.1898951213
428	0.189681009
429	0.1894255166
430	0.1890914748
431	0.18880708
432	0.1884032994
433	0.1882793088
434	0.1877044616
435	0.1872525948
436	0.1868440977
437	0.1864704514
438	0.1861991461
439	0.1859644884
440	0.1858196282
441	0.1856518004
442	0.1851809273
443	0.1848542187
444	0.1844722929
445	0.1841270672
446	0.183958647
447	0.1835922591
448	0.1832074732
449	0.1829507476
450	0.1826549325
451	0.1823513665
452	0.1820231322
453	0.1817323365
454	0.1813168047
455	0.180893293
456	0.1807342054
457	0.1804588981
458	0.1801744395
459	0.1798604681
460	0.1795292034
461	0.1791712322
462	0.1787595568
463	0.1785600308
464	0.1783318828
465	0.177899333
466	0.1776593907
467	0.1772495916
468	0.1768608285
469	0.1765274003
470	0.1761524136
471	0.1756858041
472	0.1754933451
473	0.1750501842
474	0.1746578917
475	0.1743690346
476	0.1740588209
477	0.1738754422
478	0.1734645804
479	0.1732714794
480	0.1730327172
481	0.17284873
482	0.1725264434
483	0.1723827202
484	0.1722060039
485	0.1719362789
486	0.1716185903
487	0.1713282327
488	0.1708754904
489	0.1707444781
490	0.1704334755
491	0.1701071676
492	0.1698877634
493	0.1696599771
494	0.1694263544
495	0.169092021
496	0.1687926609
497	0.1684051026
498	0.1682301444
499	0.1679327254
500	0.1676308728
501	0.1674720356
502	0.1672423856
503	0.1668834539
504	0.1665441358
505	0.1662208396
506	0.1660145406
507	0.1657765595
508	0.1656194056
509	0.1653146949
510	0.165138663
511	0.1647150173
512	0.1644333896
513	0.1641521625
514	0.1639475483
515	0.1636650973
516	0.1633642353
517	0.1629738449
518	0.1626158823
519	0.1622451744
520	0.1620755951
521	0.1618297394
522	0.1617372619
523	0.1614995628
524	0.1612195953
525	0.1609966076
526	0.1607374994
527	0.1605029204
528	0.1603163706
529	0.1600148333
530	0.1598542073
531	0.1596394627
532	0.1594737261
533	0.1592739092
534	0.1589515319
535	0.158723487
536	0.1584789653
537	0.1583267258
538	0.1580311743
539	0.1577778855
540	0.1576580743
541	0.1573286627
542	0.1571496166
543	0.1568257322
544	0.1565783584
545	0.1564518681
546	0.1563250151
547	0.1560135295
548	0.1556693331
549	0.1553524589
550	0.1551369006
551	0.154921772
552	0.1545617214
553	0.1544671205
554	0.1543537685
555	0.1541670916
556	0.1538990684
557	0.15380051
558	0.1535275452
559	0.1532645014
560	0.1530986002
561	0.1529700648
562	0.152865492
563	0.1524917245
564	0.1522745034
565	0.1520747833
566	0.1518178558
567	0.1517221928
568	0.1515699005
569	0.1514724429
570	0.1511734295
571	0.1509940696
572	0.1506639397
573	0.1505668062
574	0.1503514996
575	0.1502435381
576	0.1498958769
577	0.1496971913
578	0.1494547429
579	0.1493628021
580	0.1492328784
581	0.1490476331
582	0.1488873173
583	0.1485954257
584	0.1484484856
585	0.1482676306
586	0.1481324971
587	0.1479374534
588	0.147683412
589	0.1476396924
590	0.1474839452
591	0.14729812
592	0.1471702536
593	0.1470216167
594	0.1467737311
595	0.1465482812
596	0.1463874854
597	0.1462638917
598	0.1461223171
599	0.1460310631
600	0.1458848021
601	0.1456370914
602	0.1455042073
603	0.1453643629
604	0.1450478915
605	0.1447971392
606	0.1446182434
607	0.1444658604
608	0.1443597625
609	0.1442233964
610	0.1441349857
611	0.1438726015
612	0.143594008
613	0.1433037803
614	0.1432045107
615	0.1429308321
616	0.1427613879
617	0.1425363501
618	0.1423505623
619	0.1421162202
620	0.1418527603
621	0.1416898396
622	0.141636071
623	0.1415259804
624	0.1413835197
625	0.1411513311
626	0.1410049648
627	0.1409341581
628	0.1408068108
629	0.1406429349
630	0.1404984318
631	0.1403094917
632	0.1401327684
633	0.1399410825
634	0.1398349033
635	0.1397105049
636	0.1396700318
637	0.1395416231
638	0.139252371
639	0.1391123284
640	0.1388570336
641	0.1387728734
642	0.1385182933
643	0.1382531823
644	0.1381231383
645	0.137886301
646	0.1375961349
647	0.1374860559
648	0.1372337664
649	0.1370707421
650	0.1369761422
651	0.136784468
652	0.1366011006
653	0.1363868503
654	0.1361947834
655	0.136070701
656	0.1359846606
657	0.1357927125
658	0.135656152
659	0.1355562999
660	0.1354927919
661	0.1353209999
662	0.1352837158
663	0.1351090972
664	0.1349354616
665	0.1348374506
666	0.1346986517
667	0.134503428
668	0.1344356687
669	0.134230487
670	0.1341400355
671	0.1340576056
672	0.1338986641
673	0.1336423468
674	0.133507691
675	0.1333517725
676	0.1332278085
677	0.1330907093
678	0.1329782699
679	0.1328762802
680	0.1327556614
681	0.132644876
682	0.1324046248
683	0.1322707235
684	0.1320826402
685	0.1319255563
686	0.1318503386
687	0.1316459541
688	0.1315226252
689	0.1312903521
690	0.1311790612
691	0.1310755783
692	0.1308899974
693	0.1307793778
694	0.130673949
695	0.1305344944
696	0.1304287223
697	0.1303356441
698	0.1302430669
699	0.1301951084
700	0.1300651901
701	0.129987723
702	0.1298082314
703	0.1296159249
704	0.1295246073
705	0.1294749986
706	0.1293491289
707	0.1291913731
708	0.1289672401
709	0.1287810029
710	0.1286301782
711	0.1284698765
712	0.1282942811
713	0.1281113193
714	0.1280352072
715	0.1279166922
716	0.1278126206
717	0.1277169637
718	0.1275962336
719	0.1273210594
720	0.1272310811
721	0.1270959935
722	0.1269610701
723	0.1268796745
724	0.1267978502
725	0.1265456496
726	0.126408041
727	0.1262078236
728	0.1260191504
729	0.1259318733
730	0.1258355642
731	0.125751072
732	0.1255944443
733	0.1254900027
734	0.1253851604
735	0.1253070569
736	0.125251464
737	0.1251347735
738	0.1249465005
739	0.1248189408
740	0.1246765442
741	0.124546979
742	0.1243609795
743	0.1242957506
744	0.1242473917
745	0.1241218009
746	0.1239947775
747	0.1238395659
748	0.1236851724
749	0.1235276469
750	0.1234201051
751	0.1232759228
752	0.1232076661
753	0.1231273871
754	0.1230535249
755	0.1230061586
756	0.1229619442
757	0.1228879408
758	0.1227815489
759	0.1226322609
760	0.1225179978
761	0.1223240004
762	0.1221664658
763	0.1220211654
764	0.1219067264
765	0.1217741223
766	0.121668498
767	0.1216112235
768	0.1215305101
769	0.1214347177
770	0.1213047338
771	0.1212459849
772	0.1211622514
773	0.121091306
774	0.1209746777
775	0.1208949962
776	0.1207952328
777	0.1206383786
778	0.120545951
779	0.120424099
780	0.1203614614
781	0.1203256847
782	0.1202540044
783	0.1201810197
784	0.1201114918
785	0.1199729982
786	0.1198540037
787	0.119689757
788	0.1195904272
789	0.1194595978
790	0.1192890892
791	0.1192110398
792	0.1190747714
793	0.1189610846
794	0.1188408811
795	0.1187550703
796	0.1186738505
797	0.1185633509
798	0.1184564986
799	0.1183207876
800	0.118237337
801	0.1181516665
802	0.1180845389
803	0.1179257941
804	0.117818374
805	0.1177416597
806	0.1176460128
807	0.1174999612
808	0.1173835677
809	0.1172818955
810	0.1171845058
811	0.1170955916
812	0.1170044058
813	0.1169035073
814	0.1167673305
815	0.116672422
816	0.1165394485
817	0.1164320578
818	0.1163740415
819	0.1163183195
820	0.1161977775
821	0.1161235583
822	0.1160766208
823	0.1160012585
824	0.115931285
825	0.1158746263
826	0.1157778453
827	0.1156960685
828	0.1155649339
829	0.1153683642
830	0.1152994187
831	0.1151742419
832	0.1151131937
833	0.1150659608
834	0.1149491596
835	0.1148520476
836	0.114729894
837	0.1146648964
838	0.1145465121
839	0.1144713895
840	0.1143438626
841	0.1142243593
842	0.1141251845
843	0.1139732314
844	0.1138568187
845	0.1138310862
846	0.1137393248
847	0.1136124245
848	0.1134762603
849	0.1133828767
850	0.1132982351
851	0.1132331588
852	0.1131368606
853	0.1130709042
854	0.1130333386
855	0.112906565
856	0.1128359223
857	0.112783738
858	0.1126763392
859	0.1125974958
860	0.1125175903
861	0.1123666059
862	0.1122748449
863	0.1121989073
864	0.1121086916
865	0.1120061748
866	0.1119097758
867	0.1118250908
868	0.1116837705
869	0.1116421169
870	0.1115595142
871	0.1114366667
872	0.1112918218
873	0.1112380218
874	0.1111439206
875	0.1110199914
876	0.1109676672
877	0.1109323416
878	0.1108008387
879	0.1107301471
880	0.1106753435
881	0.1106168982
882	0.110513135
883	0.110378994
884	0.110242531
885	0.1100996254
886	0.1100362669
887	0.1099627168
888	0.1099126812
889	0.1097792327
890	0.1096853872
891	0.1096069557
892	0.1094984902
893	0.1094511082
894	0.1093269797
895	0.1091414162
896	0.10907437
897	0.108960136
898	0.1087820574
899	0.1087346902
900	0.108622721
901	0.1085702873
902	0.108427805
903	0.1083774987
904	0.1083330977
905	0.1082282086
906	0.1081181144
907	0.1080015162
908	0.1078991373
909	0.1078549307
910	0.1077774242
911	0.10770274
912	0.1076687936
913	0.1076017965
914	0.1075033083
915	0.1073578581
916	0.1072539363
917	0.1071190331
918	0.1070316509
919	0.106962074
920	0.1068028957
921	0.1067567605
922	0.1066702025
923	0.1066381668
924	0.1065667644
925	0.1065028813
926	0.1063917265
927	0.10635697
928	0.1062697461
929	0.1061850678
930	0.1061174995
931	0.1059529356
932	0.1058906045
933	0.1058505547
934	0.1057609935
935	0.1057186629
936	0.1056309734
937	0.1055430145
938	0.105443323
939	0.1053044934
940	0.1052210057
941	0.1051545304
942	0.105084546
943	0.1050200889
944	0.1048643698
945	0.104792269
946	0.1046918249
947	0.1046443386
948	0.1045751906
949	0.1045494353
950	0.1044395455
951	0.1043606464
952	0.1043173154
953	0.1042852455
954	0.1042134731
955	0.1041034132
956	0.103998443
957	0.1039413267
958	0.1038770474
959	0.1037583677
960	0.103675808
961	0.1036162813
962	0.1035585709
963	0.1035246587
964	0.103433353
965	0.1033755615
966	0.1032638028
967	0.1031408007
968	0.1030273202
969	0.102970086
970	0.1028213699
971	0.102757819
972	0.1026682829
973	0.1025948833
974	0.1025529695
975	0.102499513
976	0.1024130392
977	0.1023560327
978	0.102280293
979	0.1021734535
980	0.1021315355
981	0.1020741822
982	0.1019547958
983	0.101861712
984	0.1017635455
985	0.1016789671
986	0.1016154815
987	0.1015659556
988	0.1014660177
989	0.1014157912
990	0.1013522829
991	0.1012705166
992	0.1011906209
993	0.1011228783
994	0.1010656448
995	0.1010111954
996	0.1009404646
997	0.1008915256
998	0.1008540628
999	0.1007167057
